Freq.	V(vout)
3.16227766016835e+03	(-3.49909475099288e+01dB,-1.70092507504966e+02°)
3.23593656929625e+03	(-3.54288829617167e+01dB,-1.70394097781863e+02°)
3.31131121482588e+03	(-3.58647350447297e+01dB,-1.70687874496797e+02°)
3.38844156139199e+03	(-3.62985913681649e+01dB,-1.70974200775743e+02°)
3.46736850452528e+03	(-3.67305342672937e+01dB,-1.71253419884878e+02°)
3.54813389233572e+03	(-3.71606410752556e+01dB,-1.71525856793804e+02°)
3.63078054770097e+03	(-3.75889843752915e+01dB,-1.71791819601560e+02°)
3.71535229097168e+03	(-3.80156322348062e+01dB,-1.72051600839642e+02°)
3.80189396320557e+03	(-3.84406484225321e+01dB,-1.72305478664567e+02°)
3.89045144994276e+03	(-3.88640926099579e+01dB,-1.72553717951158e+02°)
3.98107170553493e+03	(-3.92860205580882e+01dB,-1.72796571296473e+02°)
4.07380277804108e+03	(-3.97064842905096e+01dB,-1.73034279943225e+02°)
4.16869383470331e+03	(-4.01255322536548e+01dB,-1.73267074630578e+02°)
4.26579518801588e+03	(-4.05432094650835e+01dB,-1.73495176379398e+02°)
4.36515832240161e+03	(-4.09595576505282e+01dB,-1.73718797218275e+02°)
4.46683592150958e+03	(-4.13746153703891e+01dB,-1.73938140855984e+02°)
4.57088189614870e+03	(-4.17884181363070e+01dB,-1.74153403305512e+02°)
4.67735141287193e+03	(-4.22009985183883e+01dB,-1.74364773464223e+02°)
4.78630092322633e+03	(-4.26123862436088e+01dB,-1.74572433654315e+02°)
4.89778819368441e+03	(-4.30226082858784e+01dB,-1.74776560127307e+02°)
5.01187233627267e+03	(-4.34316889482087e+01dB,-1.74977323535952e+02°)
5.12861383991359e+03	(-4.38396499373880e+01dB,-1.75174889376627e+02°)
5.24807460249767e+03	(-4.42465104315350e+01dB,-1.75369418405002e+02°)
5.37031796370247e+03	(-4.46522871408703e+01dB,-1.75561067027497e+02°)
5.49540873857618e+03	(-4.50569943620176e+01dB,-1.75749987670847e+02°)
5.62341325190343e+03	(-4.54606440261186e+01dB,-1.75936329131846e+02°)
5.75439937337150e+03	(-4.58632457410253e+01dB,-1.76120236909199e+02°)
5.88843655355582e+03	(-4.62648068278068e+01dB,-1.76301853519213e+02°)
6.02559586074351e+03	(-4.66653323517917e+01dB,-1.76481318796902e+02°)
6.16595001861475e+03	(-4.70648251483479e+01dB,-1.76658770183978e+02°)
6.30957344480186e+03	(-4.74632858435847e+01dB,-1.76834343005025e+02°)
6.45654229034648e+03	(-4.78607128701472e+01dB,-1.77008170733069e+02°)
6.60693448007588e+03	(-4.82571024782607e+01dB,-1.77180385245629e+02°)
6.76082975391974e+03	(-4.86524487421701e+01dB,-1.77351117072248e+02°)
6.91830970918928e+03	(-4.90467435621076e+01dB,-1.77520495634380e+02°)
7.07945784384129e+03	(-4.94399766619152e+01dB,-1.77688649478453e+02°)
7.24435960074981e+03	(-4.98321355824380e+01dB,-1.77855706502805e+02°)
7.41310241300908e+03	(-5.02232056707979e+01dB,-1.78021794179130e+02°)
7.58577575029174e+03	(-5.06131700656534e+01dB,-1.78187039768975e+02°)
7.76247116628682e+03	(-5.10020096785442e+01dB,-1.78351570535739e+02°)
7.94328234724272e+03	(-5.13897031714180e+01dB,-1.78515513952572e+02°)
8.12830516164089e+03	(-5.17762269304341e+01dB,-1.78678997906437e+02°)
8.31763771102661e+03	(-5.21615550361373e+01dB,-1.78842150898574e+02°)
8.51138038202366e+03	(-5.25456592300975e+01dB,-1.79005102241454e+02°)
8.70963589956070e+03	(-5.29285088781107e+01dB,-1.79167982252269e+02°)
8.91250938133734e+03	(-5.33100709300612e+01dB,-1.79330922442877e+02°)
9.12010839355898e+03	(-5.36903098765494e+01dB,-1.79494055706027e+02°)
9.33254300796979e+03	(-5.40691877023959e+01dB,-1.79657516497592e+02°)
9.54992586021424e+03	(-5.44466638371403e+01dB,-1.79821441014408e+02°)
9.77237220955798e+03	(-5.48226951026621e+01dB,-1.79985967367207e+02°)
1.00000000000000e+04	(-5.51972356580632e+01dB,1.79848764252002e+02°)
